Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I1067.1,1e-07,1e-07,1e-07,1e-07,0.9999999998835847
I877.8,1e-07,1e-07,1e-07,0.9999999982537702,1e-07
I878.8,1e-07,1e-07,1e-07,0.5775761902404435,0.4224238097595565
I537,1e-07,1e-07,1e-07,0.5000000000582077,0.49999999994179234
I566,1e-07,1e-07,1e-07,0.4999999998835847,0.5000000001164153
I574.1,1e-07,1e-07,1e-07,1e-07,0.9999999998835847
I822,1e-07,1e-07,1e-07,0.5,0.5
I618.8,1e-07,1e-07,1e-07,0.96875,0.03125
P.32,1e-07,1e-07,1e-07,0.9999999998835847,1e-07
I878.9,1e-07,1e-07,1e-07,0.9999999999417923,1e-07
Z,1e-07,1e-07,1e-07,0.5775761902068242,0.42242380979317584
