Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I1069,1e-07,1e-07,1e-07,0.4896240276854624,0.5103759723145376
I1074_2,1e-07,1e-07,1e-07,0.2448120138427312,0.7551879861572688
adderop1_12,1e-07,1e-07,1e-07,0.5104050011883875,0.4895949988116125
I1087,1e-07,1e-07,1e-07,0.4895949988116125,0.5104050011883875
I1092_2,1e-07,1e-07,1e-07,0.2447974994058062,0.7552025005941938
adderop1_13,1e-07,1e-07,1e-07,0.5104183731322847,0.48958162686771534
I1105,1e-07,1e-07,1e-07,0.48958162686771534,0.5104183731322847
I1110_2,1e-07,1e-07,1e-07,0.24479081343385767,0.7552091865661423
adderop1_14,1e-07,1e-07,1e-07,0.5104245323757761,0.4895754676242239
I1123,1e-07,1e-07,1e-07,0.4895754676242239,0.5104245323757761
I1128_2,1e-07,1e-07,1e-07,0.24478773381211194,0.7552122661878881
adderop1_15,1e-07,1e-07,1e-07,0.5104273692865755,0.4895726307134245
I1141,1e-07,1e-07,1e-07,0.4895726307134245,0.5104273692865755
I1146_2,1e-07,1e-07,1e-07,0.24478631535671225,0.7552136846432878
adderop1_2,1e-07,1e-07,1e-07,0.46328583435920156,0.5367141656407984
I907,1e-07,1e-07,1e-07,0.5367141656407984,0.46328583435920156
I912_2,1e-07,1e-07,1e-07,0.26835708282039916,0.7316429171796008
adderop1_3,1e-07,1e-07,1e-07,0.4860908315946991,0.5139091684053009
I925,1e-07,1e-07,1e-07,0.5139091684053009,0.4860908315946991
I930_2,1e-07,1e-07,1e-07,0.2569545842026504,0.7430454157973496
adderop1_4,1e-07,1e-07,1e-07,0.49866280294339227,0.5013371970566077
I943,1e-07,1e-07,1e-07,0.5013371970566077,0.49866280294339227
I948_2,1e-07,1e-07,1e-07,0.2506685985283039,0.7493314014716961
adderop1_5,1e-07,1e-07,1e-07,0.5048919975754143,0.49510800242458575
I961,1e-07,1e-07,1e-07,0.49510800242458575,0.5048919975754143
I966_2,1e-07,1e-07,1e-07,0.24755400121229287,0.7524459987877071
adderop1_6,1e-07,1e-07,1e-07,0.5078541270881947,0.49214587291180534
I979,1e-07,1e-07,1e-07,0.49214587291180534,0.5078541270881947
I984_2,1e-07,1e-07,1e-07,0.24607293645590267,0.7539270635440973
adderop1_7,1e-07,1e-07,1e-07,0.5092381731499737,0.49076182685002634
I997,1e-07,1e-07,1e-07,0.49076182685002634,0.5092381731499737
I1002_2,1e-07,1e-07,1e-07,0.24538091342501311,0.7546190865749869
adderop1_8,1e-07,1e-07,1e-07,0.5098798270869,0.49012017291309995
I1015,1e-07,1e-07,1e-07,0.49012017291309995,0.5098798270869
I1020_2,1e-07,1e-07,1e-07,0.24506008645654997,0.75493991354345
adderop1_9,1e-07,1e-07,1e-07,0.5101762492103272,0.4898237507896728
I1033,1e-07,1e-07,1e-07,0.4898237507896728,0.5101762492103272
I1038_2,1e-07,1e-07,1e-07,0.2449118753948364,0.7550881246051636
coutadd1,1e-07,1e-07,1e-07,0.9044975954004228,0.09550240459957715
I867,1e-07,1e-07,1e-07,0.5396305524426787,0.46036944755732134
I873,1e-07,1e-07,1e-07,0.5,0.5
I876_1,1e-07,1e-07,1e-07,0.25,0.75
I885,1e-07,1e-07,1e-07,0.5381033783430134,0.46189662165698664
I891,1e-07,1e-07,1e-07,0.5,0.5
I894_1,1e-07,1e-07,1e-07,0.25,0.75
I1047,1e-07,1e-07,1e-07,0.5663673615278084,0.4336326384721916
I1053,1e-07,1e-07,1e-07,0.5,0.5
I1056_1,1e-07,1e-07,1e-07,0.25,0.75
I1065,1e-07,1e-07,1e-07,0.5663909896179515,0.43360901038204847
I1071,1e-07,1e-07,1e-07,0.5,0.5
I1074_1,1e-07,1e-07,1e-07,0.25,0.75
I1083,1e-07,1e-07,1e-07,0.5664018754456454,0.43359812455435465
I1089,1e-07,1e-07,1e-07,0.5,0.5
I1092_1,1e-07,1e-07,1e-07,0.25,0.75
I1101,1e-07,1e-07,1e-07,0.5664068899246067,0.43359311007539325
I1107,1e-07,1e-07,1e-07,0.5,0.5
I1110_1,1e-07,1e-07,1e-07,0.25,0.75
I1119,1e-07,1e-07,1e-07,0.5664091996409161,0.4335908003590839
I1125,1e-07,1e-07,1e-07,0.5,0.5
I1128_1,1e-07,1e-07,1e-07,0.25,0.75
I1137,1e-07,1e-07,1e-07,0.5664102634824658,0.4335897365175342
I1143,1e-07,1e-07,1e-07,0.5,0.5
I1146_1,1e-07,1e-07,1e-07,0.25,0.75
I903,1e-07,1e-07,1e-07,0.5487321878847007,0.4512678121152993
I909,1e-07,1e-07,1e-07,0.5,0.5
I912_1,1e-07,1e-07,1e-07,0.25,0.75
I921,1e-07,1e-07,1e-07,0.5572840618480122,0.44271593815198784
I927,1e-07,1e-07,1e-07,0.5,0.5
I930_1,1e-07,1e-07,1e-07,0.25,0.75
I939,1e-07,1e-07,1e-07,0.5619985511037721,0.43800144889622794
I945,1e-07,1e-07,1e-07,0.5,0.5
I948_1,1e-07,1e-07,1e-07,0.25,0.75
I975,1e-07,1e-07,1e-07,0.565445297658073,0.43455470234192695
I981,1e-07,1e-07,1e-07,0.5,0.5
I984_1,1e-07,1e-07,1e-07,0.25,0.75
I993,1e-07,1e-07,1e-07,0.5659643149312401,0.4340356850687599
I999,1e-07,1e-07,1e-07,0.5,0.5
I1002_1,1e-07,1e-07,1e-07,0.25,0.75
I1011,1e-07,1e-07,1e-07,0.5662049351575875,0.4337950648424125
I1017,1e-07,1e-07,1e-07,0.5,0.5
I1020_1,1e-07,1e-07,1e-07,0.25,0.75
I1029,1e-07,1e-07,1e-07,0.5663160934538727,0.4336839065461273
I1035,1e-07,1e-07,1e-07,0.5,0.5
I1038_1,1e-07,1e-07,1e-07,0.25,0.75
